Species,Region,Locality,Sex,Date,Ecology,Collector,Collection 
Hylaeus agilis,WN,"Wellington, Wiltons Bush",f,27/03/60,,CW O'Brien,
Hylaeus agilis,NN,Golden Bay,f,06/01/61,,MN Watt,NM
Hylaeus agilis,NN,Golden Bay,f,06/01/61,,MN Watt,NM
Hylaeus agilis,SL,"Wallace Co, Beaumont SF",f,15/02/61,Compt.16a #1,RF Cormack,FRI
Hylaeus agilis,BP,"Whakatane river, Ureweta, nr Ruatahuna",f,03/03/61,#19,JS Dugdale,FRI
Hylaeus agilis,BP,"Rotorua Co, Kaharoa",m,09/11/61,"sweep #13,17,29",TCR White,FRI
Hylaeus agilis,BP,"Rotorua Co, Kaharoa",m,09/11/61,"sweep #13,17,29",TCR White,FRI
Hylaeus agilis,BP,"Rotorua Co, Kaharoa",m,09/11/61,"sweep #13,17,29",TCR White,FRI
Hylaeus agilis,TO,Taupo,f,20/12/61,Window,JS Armstrong,NZAC
Hylaeus agilis,TO,Taupo,f,20/12/61,Window,JS Armstrong,NZAC
Hylaeus agilis,FD,Gertrude (saddle),m,16/01/63,1440 - 1590m,JS Dugdale,FRI
Hylaeus agilis,FD,Gertrude (saddle),m,16/01/63,1440 - 1590m,JS Dugdale,FRI
Hylaeus agilis,FD,Gertrude (saddle),m,16/01/63,1440 - 1590m,JS Dugdale,FRI
Hylaeus agilis,FD,Gertrude (saddle),m,16/01/63,1440 - 1590m,JS Dugdale,FRI
Hylaeus agilis,FD,Gertrude (saddle),m,16/01/63,1440 - 1590m,JS Dugdale,FRI
Hylaeus agilis,TO,Tongariro,f,Feb-64,,EJ Godley,Ent L
Hylaeus agilis,TO,Tongariro,f,Feb-64,,EJ Godley,Ent L
Hylaeus agilis,NN,Whangamoa Saddle,m,14/03/66,"Emerge 26 Oct 1966, Hebe stricta",,NZAC
Hylaeus agilis,NN,"Whangamoa Saddle, Nelson",m,14/03/66,Extracted 13/6/1967.  Ex Hebe stricta dead trunk,,NZAC
Hylaeus agilis,SI,Codfish Island,f,08/12/66,Dead branches Senecio reinoldi.  Extracted 13/7/1967,,NZAC
Hylaeus agilis,SI,"Codfish I, Sealers Bay, rocky islets",m,13/12/66,Olearia angustifolia flowers,JI Townsend,NZAC
Hylaeus agilis,SI,"Codfish Is, Sealers Bay",m,16/12/66,General beating,JI Townsend,NZAC
Hylaeus agilis,SI,Codfish Island,f,21/12/66,Emerged from Senecio reinoldi in transit,JI Townsend,Ent A
Hylaeus agilis,SI,Codfish Island,f,21/12/66,Emerged from Senecio reinoldi in transit,JI Townsend,Ent A
Hylaeus agilis,SI,Codfish Island,f,21/12/66,Emerged from Senecio reinoldi in transit,JI Townsend,Ent A
Hylaeus agilis,NN,Maitai Valley,m,22/11/67,,JI Townsend,NZAC
Hylaeus agilis,SC,Waimate Co Victoria Park,f,17/12/67,,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,17/12/67,,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,17/12/67,,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,17/12/67,Bottlebrush,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,17/12/67,Bottlebrush,TP Palmer,Ent L
Hylaeus agilis,SC,"Waimate Co, Victoria Park",m,17/12/67,,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,26/12/67,On flowering gum,TP Palmer,Ent L
Hylaeus agilis,SC,Waimate Co Victoria Park,f,26/12/67,On flowering gum,TP Palmer,Ent L
Hylaeus agilis,SI,"Stewart I, Port Pegasus, Twilight Bay",f,Feb-68,Ex rotten pocket of miro,,NZAC
Hylaeus agilis,SI,"Mt Rakeahua, Stewart I",m,11/02/68,800'-1200'  240-360m,JS Dugdale,NZAC
Hylaeus agilis,DN,Hut Creek off Table Hill,m,16/02/68,Hebe odora flats,JS Dugdale,NZAC
Hylaeus agilis,SI,"NE Long I, SW Stewart Is",f,15/11/68,,JS Dugdale,NZAC
Hylaeus agilis,SC,"Waimate Co, Victoria Park",m,21/12/68,Bottlebrush,TP Palmer,Ent L
Hylaeus agilis,SI,"Big South Cape I, South Pk, SW Stewart Is",f,11/02/69,Sweeping,AC Eyles,NZAC
Hylaeus agilis,SI,"Big South Cape I, South Pk, SW Stewart Is",f,11/02/69,"Senecio flowers, moor",JI Townsend,NZAC
Hylaeus agilis,SI,"Big South Cape I, South Pk, SW Stewart Is",f,26/02/69,Beating,JI Townsend,NZAC
Hylaeus agilis,SI,Stewart Is  ,f,12/04/69,Ex Hut,C Butcher,LC
Hylaeus agilis,TO,"Taumaranui Nat Park, 10 mi S",m,03/01/70,On Leptospermum scoparium,BJ Donovan,Ent L
Hylaeus agilis,NN,"Westport, Island Creek area",m,28/10/70,Swept bushes,Ento Dept LC,LC
Hylaeus agilis,ND,"Three Kings Is, Castaway Camp",m,Nov-70,,GW Ramsay,NZAC
Hylaeus agilis,ND,"Three Kings Is, Great Island",f,Nov-70,,J McBurney,BJD
Hylaeus agilis,KA,"Cheviot Co, Conway Flats",m,07/11/70,On Carmichaelia sp.,RP MacFarlane,Ent L
Hylaeus agilis,KA,"Cheviot Co, Conway Flats",m,08/11/70,On Pennantia sp.,RP MacFarlane,Ent L
Hylaeus agilis,KA,"Cheviot Co, Conway Flats",m,24/11/70,On Carmichaelia sp.,RP MacFarlane,Ent L
Hylaeus agilis,KA,"Cheviot Co, Conway Flats",m,24/11/70,On Carmichaelia sp.,RP MacFarlane,Ent L
Hylaeus agilis,KA,"Cheviot Co, Conway Flats",f,28/11/70,On Chinese gooseberry,RP MacFarlane,Ent L
Hylaeus agilis,TK,Mt Egmont Summit,f,02/01/71,"Summit, snow",RJ Fox,KF
Hylaeus agilis,TK,Mt Egmont Summit,f,02/01/71,"Summit, snow",RJ Fox,KF
Hylaeus agilis,,Bluff,m,14/12/71,,DS and CJ Horning,NZAC
Hylaeus agilis,BR,Lake Rotoiti,f,14/02/72,Hebe flowers,JS Dugdale,NZAC
Hylaeus agilis,BR,Lake Rotoiti,f,14/02/72,Hebe flowers,JS Dugdale,NZAC
Hylaeus agilis,BR,Lake Rotoiti,f,14/02/72,Hebe flowers,JS Dugdale,NZAC
Hylaeus agilis,NN,Lake Rotoiti,f,14/02/72,Beating,GW Ramsay,NZAC
Hylaeus agilis,WN,"Southern Tararua, Renata hut",f,17/02/72,,AC Harris,Otago M
Hylaeus agilis,NC,"Okuka Pass, Nth Canterbury",f,27/02/72,Logs and stones in Nothofagus,PM Johns,Otago Museum
Hylaeus agilis,NN,"Rabbit Is, Nelson",f,05/03/72,,JS Dugdale,NZAC
Hylaeus agilis,NN,"Rabbit Is, Nelson",f,05/03/72,,JS Dugdale,NZAC
Hylaeus agilis,NN,"Rabbit Is, Nelson",f,05/03/72,,JS Dugdale,NZAC
Hylaeus agilis,TK,Opunake,m,18/10/72,,F Chambers,MONZ
Hylaeus agilis,KA,Oaro,m,26/10/72,Swept ex bush,R_ Harrison,LU
Hylaeus agilis,WD,"Westland Co, Whataroa, 7 mi W",f,01/12/72,,BJ Donovan,Ent L
Hylaeus agilis,WD,"Westland Co, Whataroa, 7 mi W",m,01/12/72,,BJ Donovan,Ent L
Hylaeus agilis,TK,Dawson Falls,m,27/12/72,,F Chambers,MONZ
Hylaeus agilis,SC,"Geraldine Co, Mt Peet Motor Camp",f,03/01/73,,AC Harris,Ent L
Hylaeus agilis,TK,"Dawson Falls, 1/2 mile up D Falls track",f,16/01/73,,F Chambers,MONZ
Hylaeus agilis,TK,Mt Egmont  ,f,08/03/73,Snow in summit crater,K Fox,KF
Hylaeus agilis,?,Ourua Gorge,m,01/12/73,,MV,MONZ
Hylaeus agilis,SC,"Peel Forest, Mills Bush",f,12/12/73,,AC Harris,Otago Museum
Hylaeus agilis,TK,"Mt Egmont, top car-park",m,06/01/74,Olearia-dracophyllum alpine scrub,PM Johns,PMJ
Hylaeus agilis,TK,"Mt Egmont, top car-park",m,06/01/74,Olearia-dracophyllum alpine scrub,PM Johns,PMJ
Hylaeus agilis,WD,"Point Jackson, South Westland",f,12/02/74,"In forest, ridge above Pt Jackson",AC Harris,Otago M
Hylaeus agilis,WD,Abut Head,f,03/12/74,On NZ flax,BJ Donovan,BJD
Hylaeus agilis,NC,"Arthurs Pass Nat Pk, Otira Gorge",f,15/01/75,"Malaise trap, 550m",AP Perret,Cantab Museum
Hylaeus agilis,NC,"Arthurs Pass Nat Pk, Reid Falls",f,10/02/75,550m Malaise trap,AP Perret,P Quinn
Hylaeus agilis,WD,"Arthurs Pass Nat Pk, Reid Falls",f,10/02/75,625m malaise trap,AP Perret,Otago Museum
Hylaeus agilis,WD,"Arthurs Pass Nat Pk, Reid Falls",f,10/02/75,625m malaise trap,AP Perret,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",m,28/11/75,Broadleaf f 417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,SI,"Stewart Is, Lee Bay",f,20/12/75,,AC Harris,Otago Museum
Hylaeus agilis,BR,Lake Rotoiti,f,Jan-76,On window,AK Walker,NZAC
Hylaeus agilis,DN,"Leith Saddle, Dunedin",m,Jan-76,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",m,Jan-76,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Jan-76,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Springs Junction,f,08/01/76,On Peraxilla colensoi,BJP Molloy ,BJD
Hylaeus agilis,BR,Lake Rotoiti,f,18/01/76,"610m, sweeping Hebe flowers",AK Walker,NZAC
Hylaeus agilis,BR,Lake Rotoiti,f,18/01/76,"610m, sweeping Hebe flowers",AK Walker,NZAC
Hylaeus agilis,SL,Bluff Hill,m,26/01/76,,JS Dugdale,BJD
Hylaeus agilis,SL,Bluff Hill,m,26/01/76,,JS Dugdale,BJD
Hylaeus agilis,SI,"Stewart Is, Port William",f,28/01/76,,T Wainwright,Otago Museum
Hylaeus agilis,SL,Bluff Hill,m,29/01/76,Sweeping,LL Deitz,NZAC
Hylaeus agilis,WD,"Westland, Lake Ianthe",f,10/02/76,,RH Blank,Lincoln Uni
Hylaeus agilis,TK,Opunake,m,07/11/76,,F Chambers,MONZ
Hylaeus agilis,TK,Opunake,f,07/11/76,,F Chambers,MONZ
Hylaeus agilis,SD,"Picton, Momorangi Bay",f,17/11/76,Broom Cytisus scoparius,FC Evans,BJD
Hylaeus agilis,TK,"Opunake, home",m,17/11/76,Bush,F Chambers,MONZ
Hylaeus agilis,TO,Lake Taupo,f,26/11/76,,TH Davies,THD
Hylaeus agilis,WD,Abut Head,m,06/12/76,"New Zealand broom, Carmichaelia",BJ Donovan,BJD
Hylaeus agilis,TK,W Egmont,f,10/01/77,River bed,F Chambers,MONZ
Hylaeus agilis,TK,W Egmont,f,10/01/77,River bed,F Chambers,MONZ
Hylaeus agilis,BR,Marsden,f,15/01/77,Swept ex r_t_,P Quinn,P Quinn
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,Feb-77,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,MC,Cass,f,03/02/77,Verbascum thapsus 500m,R Primack,Cant.?
Hylaeus agilis,WN,"Paekakariki, Queen Elizabeth Park",f,11/11/77,,E Schlinger,NZAC
Hylaeus agilis,WN,"Paekakariki, 35km S",m,13/11/77,Rest area hillside,E Schlinger,NZAC
Hylaeus agilis,WN,"Paekakariki, 35km S",m,13/11/77,Rest area hillside,E Schlinger,NZAC
Hylaeus agilis,WN,"Paekakariki, 35km S",f,13/11/77,Rest area hillside,E Schlinger,NZAC
Hylaeus agilis,BR,"Woodpecker Bay, N of",m,26/11/77,Ex flowers of Hebe sp. Near beach,E Schlinger,BJD
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",m,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",f,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,BR,"Kaipakati Pt, N of Punakaiki",f,27/11/77,Ex flowers of Hebe sp,E Schlinger,NZAC
Hylaeus agilis,DN,Warrington,m,11/12/77,Beach,E Schlinger,BJD
Hylaeus agilis,DN,Warrington,m,11/12/77,Beach,E Schlinger,BJD
Hylaeus agilis,SI,"Stewart Is, Little Kuri",f,Mar-78,,R_ Savill,P Quinn
Hylaeus agilis,MC,"Christchurch, Papanui",f,14/03/78,Swept above ground above flower garden,AW Stark,Cantab Museum
Hylaeus agilis,MC,Kaituna Valley Sc. Res ,f,17/12/79,Swept Melicytus understorey,JW Early,Lincoln Uni
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,18/02/80,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,19/03/80,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,DN,"Leith Saddle, Dunedin",f,19/03/80,Broadleaf f.417281 NZMS18,AC Harris,Otago Museum
Hylaeus agilis,MC,"Prices Valley, Banks Peninsula",f,Oct-80,"Malaise trap, edge of native busyh",RP MacFarlane,BJD
Hylaeus agilis,MC,"Prices Valley, Banks Peninsula",f,Oct-80,"Malaise trap, edge of native busyh",RP MacFarlane,BJD
Hylaeus agilis,AK,Birkenhead,f,Nov-80,Malaise trap in second growth bush,J Longworth,NZAC
Hylaeus agilis,MC,"Prices Valley, Banks Peninsula",f,Nov-80,"Malaise trap, edge of native busyh",RP MacFarlane,BJD
Hylaeus agilis,MC,"Prices Valley, Banks Peninsula",f,Nov-80,"Malaise trap, edge of native busyh",RP MacFarlane,BJD
Hylaeus agilis,CL,"Tapu, 9km E",m,15/11/80,Sweeping,JS Noyes,BJD
Hylaeus agilis,MC,Barry's Bay,f,23/11/80,On female flowers of Actinidia deliciosa,AM Ferguson,BJD
Hylaeus agilis,?,Okuti Sc. Res,f,03/12/80,"Edge of reserve, on roadside",,Cantab Museum
Hylaeus agilis,MC,"Christchurch, Redcliffs",m,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Christchurch, Redcliffs",f,03/12/80,"On flowers of kiwifruit, Actinidia deliciosa",AM Ferguson,BJD
Hylaeus agilis,MC,"Sugarloaf, Mitchells Track, Banks Peninsula Survey",m,04/12/80,Swept from understorey in forest,,Cantab Museum
Hylaeus agilis,MC,"Otepatotu Sc. Res, Banks Peninsula Survey",m,12/12/80,Understorey in forest,,Cantab Museum
Hylaeus agilis,MC,"Otepatotu Sc. Res, Banks Peninsula Survey",f,17/12/80,Understorey in forest,,Cantab Museum
Hylaeus agilis,MC,"Otepatotu Sc. Res, Banks Peninsula Survey",f,17/12/80,Understorey in forest,,Cantab Museum
Hylaeus agilis,MC,"Otepatotu Sc. Res, Banks Peninsula Survey",m,17/12/80,Roadside grass,,Cantab Museum
Hylaeus agilis,MC,"Sugarloaf Sc. Res, Banks Peninsula Survey",m,17/12/80,General sweep,,Cantab Museum
Hylaeus agilis,MC,"Kaituna Valley Sc. Res, Banks Peninsula Survey",m,18/12/80,Understorey in bush,,Cantab Museum
Hylaeus agilis,MC,"Kaituna Valley Sc. Res, Banks Peninsula Survey",f,18/12/80,Understorey in forest,,Cantab Museum
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,m,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,NN,Cobb Reservoir,f,Jan-81,Malaise trap on edge of Nothofagus forest,AR Curtis,NZAC
Hylaeus agilis,DN,"Dunedin, Caversham",f,03/01/81,,AC Harris,Otago Museum
Hylaeus agilis,WD?,"Westland NP, L Wombat track",f,11/01/81,180-240m. Swept Blechnum capense in open sunny places,,Lincoln Uni
Hylaeus agilis,MC,"Sugarloaf Sc. Res, Banks Peninsula Survey",f,15/01/81,Understorey in forest,,Cantab Museum
Hylaeus agilis,TK,Dawson Falls,f,25/01/81,,F Chambers,MONZ
Hylaeus agilis,TK,Dawson Falls,f,25/01/81,,F Chambers,MONZ
Hylaeus agilis,WN?,Mt Burnett,f,08/02/81,"100m, r_t_ flowers",JW Early,Lincoln Uni
Hylaeus agilis,WN?,Mt Burnett,f,08/02/81,"100m, r_t_ flowers",JW Early,Lincoln Uni
Hylaeus agilis,TK,Opunake,m,19/11/81,Bush,F Chambers,MONZ
Hylaeus agilis,TK,Opunake,m,19/11/81,Bush,F Chambers,MONZ
Hylaeus agilis,HB,Puketapu,f,02/12/81,On female flowers of Actinidia deliciosa,J Charles,BJD
Hylaeus agilis,HB,Clive,f,03/12/81,On female flowers of Actinidia deliciosa,J Charles,BJD
Hylaeus agilis,MC,Barry's Bay,f,04/12/81,On female flowers of Actinidia deliciosa,AM Ferguson,BJD
Hylaeus agilis,BP,Tauranga,f,09/12/81,On female flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,BP,Tauranga,f,09/12/81,On female flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,BP,Tauranga,f,09/12/81,On female flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,BP,Tauranga,f,09/12/81,On female flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,BP,Tauranga,f,09/12/81,On female flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,BP,Tauranga,m,09/12/81,On male flowers of Actinidia deliciosa,D Steven,BJD
Hylaeus agilis,?,"Westland NP, Peters Pool",m,11/01/82,210m Flowers of Hebe salicifolia,JW Early,Lincoln Uni
Hylaeus agilis,WN,HRC Levin,f,02/12/82,,RP MacFarlane,Ent L
Hylaeus agilis,MC,Barry's Bay,f,06/12/82,On female flowers of Actinidia deliciosa,A Ferguson,BJD
Hylaeus agilis,MC,Barry's Bay,f,06/12/82,On female flowers of Actinidia deliciosa,A Ferguson,BJD
Hylaeus agilis,MC,Barry's Bay,f,06/12/82,On female flowers of Actinidia deliciosa,A Ferguson,BJD
Hylaeus agilis,MB,Pelorus Bridge,f,10/01/83,Castanea sativa,BJ Donovan,BJD
Hylaeus agilis,AK,"Auckland, Wait_kere  Range",f,31/01/83,On Metrosideros robusta flowers,AC Harris,Otago Museum
Hylaeus agilis,TK,Dawson Falls,m,23/01/84,,F Chambers,MONZ
Hylaeus agilis,TK,Dawson Falls,f,23/01/84,,F Chambers,MONZ
Hylaeus agilis,NN,Cobb R Dam,f,10/02/85,820m swept,DR Penman,Lincoln Uni
Hylaeus agilis,WN,Levin HRC,f,06/11/85,Ex Pohutakawa flowers,JI Townsend,PANZ
Hylaeus agilis,WN,HRC Levin,f,06/11/85,Pohutakawa flowers,JI Townsend,Townsend
Hylaeus agilis,SL,"Slopedown Range, Mokoreta",f,14/02/86,713m,AC Harris,Otago Museum
Hylaeus agilis,FD?,Cleddau R bank,f,17/02/87,Yellow pan trap,P Greenslade,Lincoln Uni
Hylaeus agilis,FD?,Cleddau R bank,f,17/02/87,Yellow pan trap,P Greenslade,Lincoln Uni
Hylaeus agilis,WN,"Wellington, Somes Island",f,20/11/87,,JR Graham,
Hylaeus agilis,WN,"Wellington, Somes Island",f,20/11/87,,JR Graham,
Hylaeus agilis,WN,"Wellington, Somes Island",f,20/11/87,,JR Graham,
Hylaeus agilis,MC,Staveley,m,08/12/87,Swept,JW Early,Lincoln Uni
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,RI,Raukawa Falls,f,23/01/89,On flowers Kniphofia praecox,BJ Donovan,Lincoln DSIR
Hylaeus agilis,WD,Saltwater Lagoon,f,20/12/89,Crawling in sand,BJ Donovan,BJD
Hylaeus agilis,DN,"Leith Saddle, Dunedin",m,25/12/89,Broadleaf f NZMS18/417282,PM Johns,Otago Museum
